Latitude 	 Longitude 	 Weight 	 Continent
34.0273	133.6	1	Asia
31.9925	-114.297	1	North America
2.98057	99.7868	1	Asia
-23.0921	-45.709	21	South America
49.7853	0.454761	10	Europe
28.4391	-99.228	3	North America
33.6924	-7.39408	3	Africa
56.1168	48.3479	1	Europe
53.269	-1.63848	2	Europe
53.1689	5.44044	4	Europe
3.23187	101.386	222	Asia
37.5577	30.4539	1	Asia
-1.61599	-47.478	1	South America
44.6185	33.5616	3	Europe
13.3409	-88.4147	1	North America
51.137	39.4036	9	Europe
30.0117	-98.0672	1	North America
29.4597	32.4716	2	Africa
-8.49226	117.421	1	Asia
46.2613	20.1824	1	Europe
27.7387	-148.937	1	NULL
20.2744	-98.9515	1	North America
42.0684	-90.6735	1	North America
54.2882	-1.59414	2	Europe
41.7656	-72.6803	105	North America
49.6185	3.21897	2	Europe
-23.5706	148.887	1	Oceania
44.726	10.6876	4	Europe
34.8324	134.652	1	Asia
-27.0529	-52.9701	10	South America
36.3287	-95.4692	1	North America
-23.7662	-45.647	33	South America
30.1529	30.8398	1	Africa
47.798	-3.56859	3	Europe
41.2246	-84.3161	4	North America
7.9095	-72.4738	7	South America
61.0693	42.1036	1	Europe
-21.7056	-50.8647	1	South America
56.0018	-3.77093	22	Europe
57.2084	25.2601	18	Europe
51.4659	5.70573	116	Europe
19.6634	-102.425	1	North America
46.865	-96.8182	11	North America
5.63362	-73.526	8	South America
37.8349	-80.1237	1	North America
-22.7811	-42.1396	16	South America
39.324	-108.207	1	North America
-22.0829	-49.742	1	South America
56.995	40.9841	18	Europe
-5.64371	-36.517	2	South America
-26.0693	-53.1264	6	South America
33.9411	-84.2022	52	North America
48.1782	11.2957	1	Europe
30.8286	-88.4226	1	North America
41.3747	-72.1603	19	North America
13.8763	-88.6269	4	North America
44.3605	8.58884	1	Europe
40.1275	25.9459	1	Asia
43.4135	-84.6735	5	North America
37.8755	15.0401	1	Europe
36.0588	-94.173	12	North America
25.6014	-103.377	7	North America
-11.0019	-37.1007	106	South America
32.022	-81.0638	13	North America
33.8387	35.9069	1	Asia
34.7647	-86.6088	29	North America
-26.9875	-51.1292	4	South America
13.8403	100.063	6	Asia
40.6301	-6.92291	1	Europe
34.801	137.679	9	Asia
51.1508	71.5044	4	Asia
17.3818	78.4999	3	Asia
41.0293	40.5451	2	Asia
45.4654	-75.4801	2	North America
35.2001	-82.7834	1	North America
48.2491	7.52806	3	Europe
34.9413	-89.8269	1	North America
37.9177	16.001	5	Europe
-7.0949	110.925	2	Asia
43.4367	13.619	1	Europe
35.8921	-84.5502	1	North America
52.545	5.92005	26	Europe
-34.5767	146.99	1	Oceania
42.4591	-70.962	48	North America
38.7068	-90.445	20	North America
29.9849	-90.41	9	North America
1.02688	97.7678	1	Asia
-6.07925	-35.3013	13	South America
56.1801	46.5714	1	Europe
18.4231	-91.4346	1	North America
